title|overview|genres_|keywords_
The Equalizer|In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.|Thriller_Action_Crime|corruption_assassin_hostage_fbi_hitman_russian_security camera_sadism_vigilante_sociopath_revenge_suspense_organized crime_gore_gangster_violence_teenage prostitute_commando_interrogation_surveillance_ex soldier_faked death_loner_call girl_black ops_hand to hand combat_mysterious past
Maid in Manhattan|Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?|Comedy_Drama_Romance|hotel_politician_mistaken identity_maid_class differences_single mother_public relations_maid uniform_hotel clerk_wealth differences
Crimson Tide|On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.|Action_Thriller_Drama|submarine_mutiny_russia_missile_nuclear missile_embassy_u.s. navy_battle for power_torpedo_military_moral dilemma_post cold war_aircraft carrier_chain of command_launch code_sonar
The Pursuit of Happyness|The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.|Drama|san francisco_single parent_homeless person_bus_worker_homelessness_work_church service_bad luck_biography_salesman_stockbroker
Flightplan|A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.|Thriller_Drama_Mystery|berlin_loss of father_airplane_baby-snatching
Disclosure|A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.|Drama_Thriller_Crime_Mystery_Romance|employee_workplace_sexual harassment_intrigue
City of Angels|When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.|Drama_Fantasy_Romance|suicide_angel_life and death_desperation_operation_heaven_faith_afterlife_los angeles_interspecies romance
Kill Bill: Vol. 1|An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.|Action_Crime|japan_coma_martial arts_kung fu_underworld_yakuza_sword_bride_revenge_gore_female yakuza_blood_wedding_samurai sword_part animation
Bowfinger|On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.|Comedy|film producer_film director_movie studio_hollywood_filmmaking_movie actress
Kill Bill: Vol. 2|The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.|Action_Crime_Thriller|brother brother relationship_swordplay_katana_mother role_rage and hate_daughter_right and justice_single_aftercreditsstinger_duringcreditsstinger
Tango & Cash|Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.|Action_Adventure_Comedy|prisoner_war on drugs_los angeles
Death Becomes Her|Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.|Fantasy_Comedy|jealousy_beauty_immortality_rivalry_potion_drinking
Shanghai Noon|Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.|Adventure_Action_Comedy_Western|princess_sioux_travel_rescue_native american_chinese_cowboy_duringcreditsstinger_19th century
Executive Decision|Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.|Action_Adventure_Drama_Thriller|bomb_ransom_hostage_airplane_hijacking_terror cell_special unit_deception_rescue_covert operation_disaster_shootout_terrorism_explosion_violence_surveillance_night vision goggles_flight attendant_intelligence agent_flashback_hand to hand combat_nerve gas
Mr. Popper's Penguins|Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.|Comedy_Family|taxi_restaurant_zoo_penguin_ex husband_little boy_zookeeper_doorman_ride_bird hatching_aftercreditsstinger_duringcreditsstinger
The Forbidden Kingdom|An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.|Action_Adventure_Fantasy|tempel_shaolin_teenager_urination_staff_warrior_monkey king
Free Birds|In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.|Animation_Comedy_Family|holiday_thanksgiving_freedom_duringcreditsstinger_3d
